reference,translation,metric,score
Estudiantes de la Universidad Nacional de Pilar (UNP) de la filial de Ayolas viajarán mañana viernes con destino a Pilar para llevar donaciones para las familias afectadas por las inundaciones.,Fue durante la reunión mantenida este lunes el viernes pasado por la Biblioteca y la Asociación Indigenista del Paraguay Raúl Gneiting.,sacrebleu,1.566548602820126
Inauguran mejoras en escuelas indígenas de Boquerón,Fue en Anuga 2019 y en Concepción.,classic,1.1200407237786664e-231
Inauguran mejoras en escuelas indígenas de Boquerón,Fue en Anuga 2019 y en Concepción.,one-gram,0.00041649312786339
Inauguran mejoras en escuelas indígenas de Boquerón,Fue en Anuga 2019 y en Concepción.,sacrebleu,5.522397783539471
Obras en guaraní para descargar gratis,En el siguiente panel fue un diccionario guaraní.,classic,0.0
Obras en guaraní para descargar gratis,En el siguiente panel fue un diccionario guaraní.,one-gram,0.0
Obras en guaraní para descargar gratis,En el siguiente panel fue un diccionario guaraní.,sacrebleu,4.767707020457095
"Entre los productos y servicios proveídos se citan remedios, insumos, obras civiles y otros.",Las decisiones están habilitadas por las autoridades del interior y desde la gran mayoria en los últimos días aproximadamente.,classic,1.0377133938315695e-231
"Entre los productos y servicios proveídos se citan remedios, insumos, obras civiles y otros.",Las decisiones están habilitadas por las autoridades del interior y desde la gran mayoria en los últimos días aproximadamente.,one-gram,0.00012277376631548246
"Entre los productos y servicios proveídos se citan remedios, insumos, obras civiles y otros.",Las decisiones están habilitadas por las autoridades del interior y desde la gran mayoria en los últimos días aproximadamente.,sacrebleu,2.5197593442434796
"Pobladores del distrito de Caraguatay protestan frente a la sede de la Junta Municipal y exigen la renuncia del presidente de la Junta, Aurelio Caballero, debido a las irregularidades constatadas por la Contraloría en la remodelación de una plaza.","En otro momento, el presidente Mario Abdo Benítez pidió a la vivienda del presidente Mario Abdo Benítez instó a sus pares para evitar la merienda escolar y que la misma le da la propagación del coronavirus.",classic,4.871311160598774e-155
"Pobladores del distrito de Caraguatay protestan frente a la sede de la Junta Municipal y exigen la renuncia del presidente de la Junta, Aurelio Caballero, debido a las irregularidades constatadas por la Contraloría en la remodelación de una plaza.","En otro momento, el presidente Mario Abdo Benítez pidió a la vivienda del presidente Mario Abdo Benítez instó a sus pares para evitar la merienda escolar y que la misma le da la propagación del coronavirus.",one-gram,0.005477706896274645
"Pobladores del distrito de Caraguatay protestan frente a la sede de la Junta Municipal y exigen la renuncia del presidente de la Junta, Aurelio Caballero, debido a las irregularidades constatadas por la Contraloría en la remodelación de una plaza.","En otro momento, el presidente Mario Abdo Benítez pidió a la vivienda del presidente Mario Abdo Benítez instó a sus pares para evitar la merienda escolar y que la misma le da la propagación del coronavirus.",sacrebleu,3.2469540197554596
El movimiento Colorado Añetete busca consensuar entre Miguel Cuevas y Ariel Oviedo para la Presidencia de la Cámara de Diputados.,"Carlos Mateo Balmelli, del Partido Colorado y fue entregada al presidente Horacio Cartes sobre las internas del Partido Colorado.",classic,9.845092885359173e-232
El movimiento Colorado Añetete busca consensuar entre Miguel Cuevas y Ariel Oviedo para la Presidencia de la Cámara de Diputados.,"Carlos Mateo Balmelli, del Partido Colorado y fue entregada al presidente Horacio Cartes sobre las internas del Partido Colorado.",one-gram,0.00011647909147614725
El movimiento Colorado Añetete busca consensuar entre Miguel Cuevas y Ariel Oviedo para la Presidencia de la Cámara de Diputados.,"Carlos Mateo Balmelli, del Partido Colorado y fue entregada al presidente Horacio Cartes sobre las internas del Partido Colorado.",sacrebleu,2.3901021968803136
Al rato te calmas,Concluyó diciendo,classic,0.0
Al rato te calmas,Concluyó diciendo,one-gram,0.0
Al rato te calmas,Concluyó diciendo,sacrebleu,0.0
"También habla de que supuestamente el “Comisario Cantero”, habría solicitado una paga cada 20 días, “para mover algunas cosas”.","Según los datos, el incremento legal le ayudó a su colega y le da unos G. 20.000.",classic,7.976321023897754e-232
"También habla de que supuestamente el “Comisario Cantero”, habría solicitado una paga cada 20 días, “para mover algunas cosas”.","Según los datos, el incremento legal le ayudó a su colega y le da unos G. 20.000.",one-gram,1.064414656676495e-05
"También habla de que supuestamente el “Comisario Cantero”, habría solicitado una paga cada 20 días, “para mover algunas cosas”.","Según los datos, el incremento legal le ayudó a su colega y le da unos G. 20.000.",sacrebleu,2.2799725391172525
"“No puedo decir, esta norma es injusta y no puedo aplicar la norma.",“No me relaciono bien con los influyentes podría progresar rápidamente.,classic,7.58961907326157e-232
"“No puedo decir, esta norma es injusta y no puedo aplicar la norma.",“No me relaciono bien con los influyentes podría progresar rápidamente.,one-gram,7.408182206817185e-05
"“No puedo decir, esta norma es injusta y no puedo aplicar la norma.",“No me relaciono bien con los influyentes podría progresar rápidamente.,sacrebleu,3.098174990685587
"Atendiendo su participación previa en la Comisión Bicameral que investigó el caso Messer, donde se involucró al expresidente Horacio Cartes, Querey mencionó que en esa ocasión las conclusiones fueron redactadas como un relatorio de hechos, en este caso considera que se deben apuntar además las comisiones de eventuales hechos punibles, lo cual debe ser comunicado a la Fiscalía, independientemente a las decisiones políticas que se puedan asumir, como es el juicio político.","La abogada fue adjudicada a la Asociación Nacional Republicana emitió un comunicado sobre el Ministerio Público y que el Ministerio Público por la Ley Nº 6112/2018, que llevará a ABC Cardinal sobre la Ley Nº 6112/2018, que exoneraba del Ministerio Público.",classic,2.004197086541362e-155
"Atendiendo su participación previa en la Comisión Bicameral que investigó el caso Messer, donde se involucró al expresidente Horacio Cartes, Querey mencionó que en esa ocasión las conclusiones fueron redactadas como un relatorio de hechos, en este caso considera que se deben apuntar además las comisiones de eventuales hechos punibles, lo cual debe ser comunicado a la Fiscalía, independientemente a las decisiones políticas que se puedan asumir, como es el juicio político.","La abogada fue adjudicada a la Asociación Nacional Republicana emitió un comunicado sobre el Ministerio Público y que el Ministerio Público por la Ley Nº 6112/2018, que llevará a ABC Cardinal sobre la Ley Nº 6112/2018, que exoneraba del Ministerio Público.",one-gram,0.0024325754264381957
"Atendiendo su participación previa en la Comisión Bicameral que investigó el caso Messer, donde se involucró al expresidente Horacio Cartes, Querey mencionó que en esa ocasión las conclusiones fueron redactadas como un relatorio de hechos, en este caso considera que se deben apuntar además las comisiones de eventuales hechos punibles, lo cual debe ser comunicado a la Fiscalía, independientemente a las decisiones políticas que se puedan asumir, como es el juicio político.","La abogada fue adjudicada a la Asociación Nacional Republicana emitió un comunicado sobre el Ministerio Público y que el Ministerio Público por la Ley Nº 6112/2018, que llevará a ABC Cardinal sobre la Ley Nº 6112/2018, que exoneraba del Ministerio Público.",sacrebleu,1.2970308295181017
"Artesanos de 15 asociaciones, comités y coordinadoras del país exponen sus creaciones en la Expo de Mariano Roque Alonso.","Así mismo, las autoridades nacionales sobre la calle Mariscal López, frente a las elecciones horas.",classic,7.090447520276827e-232
"Artesanos de 15 asociaciones, comités y coordinadoras del país exponen sus creaciones en la Expo de Mariano Roque Alonso.","Así mismo, las autoridades nacionales sobre la calle Mariscal López, frente a las elecciones horas.",one-gram,1.5129448659054789e-05
"Artesanos de 15 asociaciones, comités y coordinadoras del país exponen sus creaciones en la Expo de Mariano Roque Alonso.","Así mismo, las autoridades nacionales sobre la calle Mariscal López, frente a las elecciones horas.",sacrebleu,2.392598022685055
Reajustan pasajes del interior,“Adefesio” municipal en Avenida Quinta,classic,0.0
Reajustan pasajes del interior,“Adefesio” municipal en Avenida Quinta,one-gram,0.0
Reajustan pasajes del interior,“Adefesio” municipal en Avenida Quinta,sacrebleu,0.0
Integró la banda musical Pussycats de Nene y Papi Barreto.,El Ejército del stronismo y la gente está libre y gratuita.,classic,1.1896457329133973e-231
Integró la banda musical Pussycats de Nene y Papi Barreto.,El Ejército del stronismo y la gente está libre y gratuita.,one-gram,0.001092821528584113
Integró la banda musical Pussycats de Nene y Papi Barreto.,El Ejército del stronismo y la gente está libre y gratuita.,sacrebleu,4.456882760699063
vámonos a mi casa.,Palabras alegres y,classic,0.0
vámonos a mi casa.,Palabras alegres y,one-gram,0.0
vámonos a mi casa.,Palabras alegres y,sacrebleu,0.0
La participación de la poetisa guaraní en el 28' Festival Internacional de Poesía de Medellín fue posible gracias a las gestiones de la directiva de la SEP.,De acuerdo a los datos suministrados por el Partido Colorado para las elecciones municipales.,classic,4.897598518002708e-232
La participación de la poetisa guaraní en el 28' Festival Internacional de Poesía de Medellín fue posible gracias a las gestiones de la directiva de la SEP.,De acuerdo a los datos suministrados por el Partido Colorado para las elecciones municipales.,one-gram,0.000833104400965167
La participación de la poetisa guaraní en el 28' Festival Internacional de Poesía de Medellín fue posible gracias a las gestiones de la directiva de la SEP.,De acuerdo a los datos suministrados por el Partido Colorado para las elecciones municipales.,sacrebleu,1.5622318224563203
"Los manifestantes se dirigieron luego a la residencia del exmandatario donde se vivieron momentos de tensión entre manifestantes y Policías, ya que uno de los encargados de seguridad es el excomisario Enrique Isasi, vinculado a la represión policial del 31M y al cual acusaron de ""asesino"".",Se limpió en el fundillo.,classic,3.346193651102633e-235
"Los manifestantes se dirigieron luego a la residencia del exmandatario donde se vivieron momentos de tensión entre manifestantes y Policías, ya que uno de los encargados de seguridad es el excomisario Enrique Isasi, vinculado a la represión policial del 31M y al cual acusaron de ""asesino"".",Se limpió en el fundillo.,one-gram,4.394457119554282e-07
"Los manifestantes se dirigieron luego a la residencia del exmandatario donde se vivieron momentos de tensión entre manifestantes y Policías, ya que uno de los encargados de seguridad es el excomisario Enrique Isasi, vinculado a la represión policial del 31M y al cual acusaron de ""asesino"".",Se limpió en el fundillo.,sacrebleu,0.005338610864561002
"El fiscal de Asuntos Internacionales informó que fue denegado en ambas instancias el pedido refugio a Lorenzo González Martínez, uno de los sospechosos de haber participado del secuestro de Cecilia Cubas.","La Junta Municipal del Partido Liberal Radical Auténtico (PLRA), señaló que pese a un acuerdo al senador cartista Óscar González Daher.",classic,7.47586760484459e-232
"El fiscal de Asuntos Internacionales informó que fue denegado en ambas instancias el pedido refugio a Lorenzo González Martínez, uno de los sospechosos de haber participado del secuestro de Cecilia Cubas.","La Junta Municipal del Partido Liberal Radical Auténtico (PLRA), señaló que pese a un acuerdo al senador cartista Óscar González Daher.",one-gram,0.0008176282534003607
"El fiscal de Asuntos Internacionales informó que fue denegado en ambas instancias el pedido refugio a Lorenzo González Martínez, uno de los sospechosos de haber participado del secuestro de Cecilia Cubas.","La Junta Municipal del Partido Liberal Radical Auténtico (PLRA), señaló que pese a un acuerdo al senador cartista Óscar González Daher.",sacrebleu,1.711761061895311
"Esta ruta tiene un total de 277 kilómetros, de los cuales la primera parte, desde Carmelo Peralta hasta Centinela, tiene una franja de 100 metros y forma parte del Corredor Bioceánico, mientras desde Centinela hasta Loma Plata es un asfaltado de acceso.","El local del río Paraguay en los últimos años, informó que la Escuela Básica 6627 (FNC), indica que los alumnos del barrio San Pedro, llegaron hasta la Ley N° 6556 que establece la merienda y la Entidad Binacional Yacyretá (EBY).",classic,1.030436188941524e-231
"Esta ruta tiene un total de 277 kilómetros, de los cuales la primera parte, desde Carmelo Peralta hasta Centinela, tiene una franja de 100 metros y forma parte del Corredor Bioceánico, mientras desde Centinela hasta Loma Plata es un asfaltado de acceso.","El local del río Paraguay en los últimos años, informó que la Escuela Básica 6627 (FNC), indica que los alumnos del barrio San Pedro, llegaron hasta la Ley N° 6556 que establece la merienda y la Entidad Binacional Yacyretá (EBY).",one-gram,0.0002322337462159948
"Esta ruta tiene un total de 277 kilómetros, de los cuales la primera parte, desde Carmelo Peralta hasta Centinela, tiene una franja de 100 metros y forma parte del Corredor Bioceánico, mientras desde Centinela hasta Loma Plata es un asfaltado de acceso.","El local del río Paraguay en los últimos años, informó que la Escuela Básica 6627 (FNC), indica que los alumnos del barrio San Pedro, llegaron hasta la Ley N° 6556 que establece la merienda y la Entidad Binacional Yacyretá (EBY).",sacrebleu,1.3173108644887281
Son los “legionarios de nuevo cuño”.,Un niño debe sentirse niño últimamente.,classic,0.0
Son los “legionarios de nuevo cuño”.,Un niño debe sentirse niño últimamente.,one-gram,0.0
Son los “legionarios de nuevo cuño”.,Un niño debe sentirse niño últimamente.,sacrebleu,6.567274736060395
El Poder Judicial continúa siendo una vergüenza que contribuye a que el nombre del Paraguay ocupe un lugar privilegiado entre los países más corruptos del mundo.,También estarán presentes para el sector público y en los últimos años durante la ciudadanía.,classic,5.287621839041434e-232
El Poder Judicial continúa siendo una vergüenza que contribuye a que el nombre del Paraguay ocupe un lugar privilegiado entre los países más corruptos del mundo.,También estarán presentes para el sector público y en los últimos años durante la ciudadanía.,one-gram,0.00015180019392467737
El Poder Judicial continúa siendo una vergüenza que contribuye a que el nombre del Paraguay ocupe un lugar privilegiado entre los países más corruptos del mundo.,También estarán presentes para el sector público y en los últimos años durante la ciudadanía.,sacrebleu,1.618404981182474
BBVA vende filial paraguaya a GNB,El video ha sido eliminado,classic,0.0
BBVA vende filial paraguaya a GNB,El video ha sido eliminado,one-gram,0.0
BBVA vende filial paraguaya a GNB,El video ha sido eliminado,sacrebleu,0.0
La alineación de textos es de gran ayuda cuando se cuenta con material previamente traducido .,Si fuese el archivo que significa la brecha necesaria para traducir .,classic,7.013716134590898e-232
La alineación de textos es de gran ayuda cuando se cuenta con material previamente traducido .,Si fuese el archivo que significa la brecha necesaria para traducir .,one-gram,3.455494360406005e-05
La alineación de textos es de gran ayuda cuando se cuenta con material previamente traducido .,Si fuese el archivo que significa la brecha necesaria para traducir .,sacrebleu,2.426532257432171
Foto: Ministerio de Cultura de Perú..,​SPL celebra su informe sobre Eusebio Ayala,classic,0.0
Foto: Ministerio de Cultura de Perú..,​SPL celebra su informe sobre Eusebio Ayala,one-gram,0.0
Foto: Ministerio de Cultura de Perú..,​SPL celebra su informe sobre Eusebio Ayala,sacrebleu,0.0
Charla,Chat,classic,0.0
Charla,Chat,one-gram,0.0
Charla,Chat,sacrebleu,0.0
"Mientras, en América Latina su figura se hace cada vez más popular.","En el año 1962, la novela en San Bernardino.",classic,7.536728468577135e-232
"Mientras, en América Latina su figura se hace cada vez más popular.","En el año 1962, la novela en San Bernardino.",one-gram,0.00010921068595851072
"Mientras, en América Latina su figura se hace cada vez más popular.","En el año 1962, la novela en San Bernardino.",sacrebleu,3.755001157177446
"Así también, nutriendo la cartelera se encuentra el grupo Renacer y la arpista internacional Noelia Sanabria, entre otros.","De esta manera, Mario Abdo Benítez tiene su apoyo a las redes sociales.",classic,0.0
"Así también, nutriendo la cartelera se encuentra el grupo Renacer y la arpista internacional Noelia Sanabria, entre otros.","De esta manera, Mario Abdo Benítez tiene su apoyo a las redes sociales.",one-gram,0.0
"Así también, nutriendo la cartelera se encuentra el grupo Renacer y la arpista internacional Noelia Sanabria, entre otros.","De esta manera, Mario Abdo Benítez tiene su apoyo a las redes sociales.",sacrebleu,2.094878016776162
Había plantas rodadoras volando por la pista.,Un niño debe vehiculizar en cada sitio,classic,0.0
Había plantas rodadoras volando por la pista.,Un niño debe vehiculizar en cada sitio,one-gram,0.0
Había plantas rodadoras volando por la pista.,Un niño debe vehiculizar en cada sitio,sacrebleu,0.0
"La Secretaría de Políticas Lingũísticas, la Facultad Politécnica de la UNA, el Ateneo de Lengua y Cultura Guaraní, el Instituto Superior de Lenguas de la UNA, y Libre Office Guaraní, están realizando la traducción de la herramienta informática “Libre Office” a la lengua guaraní.",Este viernes martes en la sede del Paraguay “Toikove Ñe'ẽnguéra Paraguáipe” estuvo a las 18:00 h. en la Mesa Indigenista del Paraguay (INAPP).,classic,4.3936649324085806e-232
"La Secretaría de Políticas Lingũísticas, la Facultad Politécnica de la UNA, el Ateneo de Lengua y Cultura Guaraní, el Instituto Superior de Lenguas de la UNA, y Libre Office Guaraní, están realizando la traducción de la herramienta informática “Libre Office” a la lengua guaraní.",Este viernes martes en la sede del Paraguay “Toikove Ñe'ẽnguéra Paraguáipe” estuvo a las 18:00 h. en la Mesa Indigenista del Paraguay (INAPP).,one-gram,0.00011615661045218764
"La Secretaría de Políticas Lingũísticas, la Facultad Politécnica de la UNA, el Ateneo de Lengua y Cultura Guaraní, el Instituto Superior de Lenguas de la UNA, y Libre Office Guaraní, están realizando la traducción de la herramienta informática “Libre Office” a la lengua guaraní.",Este viernes martes en la sede del Paraguay “Toikove Ñe'ẽnguéra Paraguáipe” estuvo a las 18:00 h. en la Mesa Indigenista del Paraguay (INAPP).,sacrebleu,0.8820792612473317
“Creemos que no hemos defraudado.,No voy a Ramona.,classic,0.0
“Creemos que no hemos defraudado.,No voy a Ramona.,one-gram,0.0
“Creemos que no hemos defraudado.,No voy a Ramona.,sacrebleu,8.745825313180626
"Para el especialista, esta situación es el resultado de un aumento del parque de vehículos de Paraguay, especialmente el de las motocicletas, que en la última década se han convertido en un bien accesible para la clase media.","Los responsables están trabajando por lo que las autoridades policiales como la Ley N° 123/18, los interesados están trabajando en las redes sociales por Alto Paraná.",classic,7.19177973030224e-232
"Para el especialista, esta situación es el resultado de un aumento del parque de vehículos de Paraguay, especialmente el de las motocicletas, que en la última década se han convertido en un bien accesible para la clase media.","Los responsables están trabajando por lo que las autoridades policiales como la Ley N° 123/18, los interesados están trabajando en las redes sociales por Alto Paraná.",one-gram,0.0003531042675518197
"Para el especialista, esta situación es el resultado de un aumento del parque de vehículos de Paraguay, especialmente el de las motocicletas, que en la última década se han convertido en un bien accesible para la clase media.","Los responsables están trabajando por lo que las autoridades policiales como la Ley N° 123/18, los interesados están trabajando en las redes sociales por Alto Paraná.",sacrebleu,1.3024611090413503
"“Este Tribunal de Sentencia no contó con pruebas científicas que nos otorguen el grado de certeza que estas personas hayan sido apremiadas de manera física”, indicó en parte de los argumentos por la absolución el juez Hermosilla, y agregó que en cuanto a testimonios recibieron “versiones antagónicas, contrapuestas de lo que habría ocurrido”.","En cuanto a los datos, la organización no remitió esta noche al presidente Mario Abdo Benítez dijo a ABC Cardinal que los legisladores fueron destinados a unas G. 4.000 millones, por lo cual los ciudadanos deben ser utilizados por el Poder Ejecutivo.",classic,3.086602924995757e-155
"“Este Tribunal de Sentencia no contó con pruebas científicas que nos otorguen el grado de certeza que estas personas hayan sido apremiadas de manera física”, indicó en parte de los argumentos por la absolución el juez Hermosilla, y agregó que en cuanto a testimonios recibieron “versiones antagónicas, contrapuestas de lo que habría ocurrido”.","En cuanto a los datos, la organización no remitió esta noche al presidente Mario Abdo Benítez dijo a ABC Cardinal que los legisladores fueron destinados a unas G. 4.000 millones, por lo cual los ciudadanos deben ser utilizados por el Poder Ejecutivo.",one-gram,0.0016226658015123195
"“Este Tribunal de Sentencia no contó con pruebas científicas que nos otorguen el grado de certeza que estas personas hayan sido apremiadas de manera física”, indicó en parte de los argumentos por la absolución el juez Hermosilla, y agregó que en cuanto a testimonios recibieron “versiones antagónicas, contrapuestas de lo que habría ocurrido”.","En cuanto a los datos, la organización no remitió esta noche al presidente Mario Abdo Benítez dijo a ABC Cardinal que los legisladores fueron destinados a unas G. 4.000 millones, por lo cual los ciudadanos deben ser utilizados por el Poder Ejecutivo.",sacrebleu,1.9586052626872341
"Los agentes fiscales se constituirán en Mburuvicha Roga este domingo a las 10:00, a fin de que Mario Abdo Benítez preste declaración sobre todo lo relacionado a las negociaciones para la firma del acta bilateral del uso de Energía de Itaipú entre Paraguay y Brasil, ejecutada el pasado 24 de mayo y dada a conocer recién dos meses después.",El presidente Mario Abdo Benítez iría este viernes a conocer esta noche al presidente del Partido Liberal Radical Auténtico (PLRA) y a la sesión extraordinaria dejó a conocer los fondos jubilatorios del Partido Colorado.,classic,1.0418179752545178e-78
"Los agentes fiscales se constituirán en Mburuvicha Roga este domingo a las 10:00, a fin de que Mario Abdo Benítez preste declaración sobre todo lo relacionado a las negociaciones para la firma del acta bilateral del uso de Energía de Itaipú entre Paraguay y Brasil, ejecutada el pasado 24 de mayo y dada a conocer recién dos meses después.",El presidente Mario Abdo Benítez iría este viernes a conocer esta noche al presidente del Partido Liberal Radical Auténtico (PLRA) y a la sesión extraordinaria dejó a conocer los fondos jubilatorios del Partido Colorado.,one-gram,0.007438324798663819
"Los agentes fiscales se constituirán en Mburuvicha Roga este domingo a las 10:00, a fin de que Mario Abdo Benítez preste declaración sobre todo lo relacionado a las negociaciones para la firma del acta bilateral del uso de Energía de Itaipú entre Paraguay y Brasil, ejecutada el pasado 24 de mayo y dada a conocer recién dos meses después.",El presidente Mario Abdo Benítez iría este viernes a conocer esta noche al presidente del Partido Liberal Radical Auténtico (PLRA) y a la sesión extraordinaria dejó a conocer los fondos jubilatorios del Partido Colorado.,sacrebleu,2.854816915409662
"Preparan el 4° Seminario internacional sobre traducción, terminología y diversidad lingüística.",Desde la SPL este martes en la explanada del Chaco.,classic,0.0
"Preparan el 4° Seminario internacional sobre traducción, terminología y diversidad lingüística.",Desde la SPL este martes en la explanada del Chaco.,one-gram,0.0
"Preparan el 4° Seminario internacional sobre traducción, terminología y diversidad lingüística.",Desde la SPL este martes en la explanada del Chaco.,sacrebleu,3.124719790499494
La Secretaría de Políticas Lingũísticas expresa sus condolencias a los familiares y amigos del querido Ramiro Domínguez.,La SPL tiene como objetivo con el apoyo y gratuito.,classic,6.05006004817715e-232
La Secretaría de Políticas Lingũísticas expresa sus condolencias a los familiares y amigos del querido Ramiro Domínguez.,La SPL tiene como objetivo con el apoyo y gratuito.,one-gram,0.0007945364860662555
La Secretaría de Políticas Lingũísticas expresa sus condolencias a los familiares y amigos del querido Ramiro Domínguez.,La SPL tiene como objetivo con el apoyo y gratuito.,sacrebleu,2.6102662555426654
"''Jamás imaginé que (la Constitución) debiera ser defendida con tanta valentía y con tanto coraje ante los intentos violatorios de quienes no logran entender aún el sentido de ser mandatarios”, dijo el jurista.","En cuanto a los datos, la ciudadanía pese a que la ciudadanía ya está en repudio a los buses para que las aeronaves están siguiendo el lugar para evitar la merienda escolar para las naftas.",classic,9.857609866842017e-232
"''Jamás imaginé que (la Constitución) debiera ser defendida con tanta valentía y con tanto coraje ante los intentos violatorios de quienes no logran entender aún el sentido de ser mandatarios”, dijo el jurista.","En cuanto a los datos, la ciudadanía pese a que la ciudadanía ya está en repudio a los buses para que las aeronaves están siguiendo el lugar para evitar la merienda escolar para las naftas.",one-gram,5.397750937109539e-05
"''Jamás imaginé que (la Constitución) debiera ser defendida con tanta valentía y con tanto coraje ante los intentos violatorios de quienes no logran entender aún el sentido de ser mandatarios”, dijo el jurista.","En cuanto a los datos, la ciudadanía pese a que la ciudadanía ya está en repudio a los buses para que las aeronaves están siguiendo el lugar para evitar la merienda escolar para las naftas.",sacrebleu,1.559480765382838
"En el horno se preparan ricos platos como el asado de cerdo, gallina, carne vacuna u oveja.",Los cantos son CDD y que ya habían sido muy bien donde tienen sus hijos: Verónica y Johnny.,classic,0.0
"En el horno se preparan ricos platos como el asado de cerdo, gallina, carne vacuna u oveja.",Los cantos son CDD y que ya habían sido muy bien donde tienen sus hijos: Verónica y Johnny.,one-gram,0.0
"En el horno se preparan ricos platos como el asado de cerdo, gallina, carne vacuna u oveja.",Los cantos son CDD y que ya habían sido muy bien donde tienen sus hijos: Verónica y Johnny.,sacrebleu,1.9146030690102511
"Por otra parte, y mediante la resolución N° 298, el titular de la Policía Nacional nombró al comisario principal Elizardo Rojas Cabrera como jefe de Seguridad Ciudadana de la Policía de Asunción, en lugar del comisario principal Víctor Óscar Romero Sánchez.","De acuerdo a los datos suministrados por el Ministerio Público por la Secretaría Nacional Campesina (FNC) por el Partido Liberal Radical Auténtico (PLRA), anunció que esta tarde está presentado por el Partido Colorado.",classic,7.850126252584289e-232
"Por otra parte, y mediante la resolución N° 298, el titular de la Policía Nacional nombró al comisario principal Elizardo Rojas Cabrera como jefe de Seguridad Ciudadana de la Policía de Asunción, en lugar del comisario principal Víctor Óscar Romero Sánchez.","De acuerdo a los datos suministrados por el Ministerio Público por la Secretaría Nacional Campesina (FNC) por el Partido Liberal Radical Auténtico (PLRA), anunció que esta tarde está presentado por el Partido Colorado.",one-gram,5.359765002757705e-05
"Por otra parte, y mediante la resolución N° 298, el titular de la Policía Nacional nombró al comisario principal Elizardo Rojas Cabrera como jefe de Seguridad Ciudadana de la Policía de Asunción, en lugar del comisario principal Víctor Óscar Romero Sánchez.","De acuerdo a los datos suministrados por el Ministerio Público por la Secretaría Nacional Campesina (FNC) por el Partido Liberal Radical Auténtico (PLRA), anunció que esta tarde está presentado por el Partido Colorado.",sacrebleu,1.209330106336455
La lluvia y la codicia dejan bajo agua a 700 familias en Limpio,Dijo que no hayan faltado a las rejas,classic,5.798314605122797e-232
La lluvia y la codicia dejan bajo agua a 700 familias en Limpio,Dijo que no hayan faltado a las rejas,one-gram,0.0001306790596970192
La lluvia y la codicia dejan bajo agua a 700 familias en Limpio,Dijo que no hayan faltado a las rejas,sacrebleu,2.9559265264674432
Desde el Ejecutivo destacan que Rolón será la primera mujer al estar al frente de esta dependencia estatal.,"Sin embargo, los resultados están en las redes sociales.",classic,0.0
Desde el Ejecutivo destacan que Rolón será la primera mujer al estar al frente de esta dependencia estatal.,"Sin embargo, los resultados están en las redes sociales.",one-gram,0.0
Desde el Ejecutivo destacan que Rolón será la primera mujer al estar al frente de esta dependencia estatal.,"Sin embargo, los resultados están en las redes sociales.",sacrebleu,1.8110197178625276
Mercosur “sigue azotando” a la industria paraguaya,El plugin flash es negra.,classic,0.0
Mercosur “sigue azotando” a la industria paraguaya,El plugin flash es negra.,one-gram,0.0
Mercosur “sigue azotando” a la industria paraguaya,El plugin flash es negra.,sacrebleu,0.0
"Asimismo, costos de postulación a las respectivas instituciones en los Estados Unidos; costo de la visa, del SEVIS (registro estudiantil), ticket aéreo de ida a Norteamérica.",Para las instituciones beneficiadas con la zona del país fueron destinados a otras empresas para que las documentaciones fueron distribuidos en todo el mundo.,classic,1.1852285898528657e-231
